,name,country,region,state,varietal,price,description,merchant,address
758,Christmas Italian Red Wine,Italy,,Cuyo,Red Italian Blend,$8.99,"Created as the ideal complement to traditional Christmas fare. With its whimsical Christmas label this wine is perfect for serving during the holidays and for gift giving.A medium bodied, juicy and fruity red with aromas of red berry and damson fruit. Fresh and lively on the palate with a hint of spiciness, balanced by tangy acidity and soft ripe tannins....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
759,Lopez de Heredia Rioja Reserva Tondonia,Spain,,Rioja,Tempranillo,$52.99,"To consistently produce high quality wines it is necessary to own vineyards, where constant care can ensure a consistent quality of grapes – something which cannot be guaranteed when buying from other growers.
For this reason, Don Rafael López de Heredia y Landeta founded Viña Tondonia in the years 1913-14. Tondonia was to become the bodega´s most famous vineyard and product. Viña ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
760,Terre Nere Etna Rosso,Italy,Etna,Sicily,Nerello Mascalese,$23.99,"""Proprietors Marco and Iano de Grazia are best known for the extensive portfolio their company represents but they are also proving to be very talented winemakers. Tenuta delle Terre Nere is located on Sicily’s Mount Etna, a recently re-discovered region that is set to challenge readers’ perceptions of Sicilian wines. These are believed to be the highest vineyards in Italy and Europe. The late-...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
761,La Rioja Alta Gran Res 904,Spain,,Rioja,Tempranillo,$75.99,"One of the oldest wine collectives in Spain, five Basque and Rioja-based vine growers created ""Sociedad Vinicola De La Rioja Alta"" in July of 1890. A year later the company changed names to La Rioja Alta, and they've been producing classic Spanish wines for over 120 years. Over a century of winemaking experience certainly teaches you something as La Rioja Alta is garnering some incredible press, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
762,Skouras Moscofilero,Greece,,Rioja,White Greek Blend,$15.99,"Delectable, everyday, value-for-money wines. Inspired and inspiring bottles. Unforgettable vintages. Minuscule quantities. Magnificent occasions. Bold, confident winemaking. Winning teams both at home and around the world. They all define the unique approach of Skouras Winery.

At Skouras Winery you see, we don’t just make wine. We flirt with whites that turn heads. We fall in love with ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
763,Grand Puy Lascoste Pauillac,France,Haut Medoc,Bordeaux,Pauillac,$139.99,"The vineyard's 40 hectares are divided between three main plots which lie on sandy Garonne gravel within the Pauillac appellation. The vines border on those of Mouton, Lafite and Pontet-Canet to the north. In their central part they cover part of the Bourdieu of Grand Puy, and, at their southern extremity, the Saint-Lambert plateau. With an average age of 25 years, 62% of the vines are cabernet-...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
764,Ca' Momi Napa Cabernet Sauvignon 2018,United States,Napa County,California,Napa Valley,$23.99,"Founded in 2006, Ca’ Momi Napa Valley is the heart’s offering of three Italians: Dario De Conti, Valentina Guolo-Migotto and Stefano Migotto. Ca’ Momi is a tribute to the land of their birth and the wines that they love. From the winery and vineyards in Carneros, and featuring hand-selected fruit from across the region, Ca’ Momi wines represent the best of both worlds: Napa Valley fruit carefully ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
765,Gnarly Head Authentic Black,United States,,California,Petite Sirah,$12.99,"At Gnarly Head it all starts in the vineyard.  Our quest for outstanding Zinfandel led us down a country road into the heart of Lodi, California revealing a sea of gnarled, 35-80 year-old vines pruned in a special, mop-topped way called “head trained.”  True gnarly heads, these old vines yield fewer grape clusters with smaller berries than trellised vines.  These mighty little berries produce ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
766,Maquis Cabernet Sauvignon,Chile,,California,Cabernet Sauvignon,$19.99,"The Hurtado family has owned the Vina Maquis vineyard for more than a century, but it wasn't until ten years ago that the family decided to make their own wine out of the terrific grapes in their own backyard. They built a gorgeous, state-of-the-art gravity flow winery and set out to make a ""Super Chilean"" blend using the vineyard's best red grapes. 
Located in Valle de Colchagua, Vina ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
767,Board Track Racer The Chief,United States,,California,Bordeaux Blend,$32.99,"Mark Ryan McNeilly founded Mark Ryan Winery in 1999 with the goal of making the best wines in Washington State. Largely self-taught, Mark honed the craft of winemaking through rigorous study and the welcomed advice of some of the area's most experienced producers. 

In the early years the winery was transient. The first vintages of Long Haul and Dead Horse were produced crushed and ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
768,La Antigua Rioja Reserva 2010,Spain,,Rioja,Tempranillo,$27.99,"A Top 10 selection in James Suckling's 50 Best Value Wines Under $50, the La Antigua Clasico Rioja Reserva is the fifth wine we've featured from CVA, as the group knows how to source from the best vineyard sites throughout Spain. Sustainable vines in La Rioja planted from 1940-1955, aged 24 months in stainless steel tanks plus 48 months in 60% French and 40% American oak barrels. Lively, balanced ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
769,Asahi Dassai 50 Jd,Japan,,Rioja,Rice,$16.99,"In the face of this, we have followed a natural flow of change, making our company, Asahi Shuzo, one of the most unique breweries in Japan. We have slowly, gently, and carefully changed much about the way we exist and brew, change that has been inspired partly by our own crises and difficult times.And we have emerged with more focus and resolve to create sake like no other.
Over the past ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
770,Morgan Cotes du Crow's,United States,,California,Syrah,$19.99,"Morgan Winery was founded in 1982 by Dan and Donna Lee,and is committed to making elegant, refined wines from the finest Santa Lucia Highlands and Monterey vineyards. The Winery is located in Salinas, where traditional winemaking techniques, combined with modern technology, allow Morgan to bottle wines that are distinct examples of the winegrowing regions from which the fruit comes, as well as ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
771,Pence Santa Rita Hills Pinot Noir,United States,,California,Pinot Noir,$26.99,"
DRIVEN BY AN OBSESSION
For most of my adult life, I have been obsessed with Pinot Noir and Chardonnay. For many years, I travelled to France, and more specifically to Burgundy, trying to understand the making of what I believe to be the world’s greatest wines. Over time, I became friends with the vignerons there, learned of their respect for terroir, and their dedication to its primacy. I ... click for more details
Sku: 73816  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
772,Fleur de Mer Rose,United States,,California,Pinot Noir,$27.99,"Throughout the rolling hills and valleys of Provence, fields of lavender thrive in the warm sun and fresh, crisp seaside air. In French, Fleur de Mer means “Flower of the Sea,” and our wine celebrates the region’s famed fields of flowers and vines that bask in the warm summer sun. An elegant Provençal Rosé, Fleur de Mer honors the region’s 2,600-year-old historical tradition of crafting ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
773,Proemio Empezar Malbec,Argentina,,California,",,,",$15.99,"At Proemio we take care of our vines sustainably, certified organic by OIA in 2017, focused on caring for the environment and maintaining a positive role in the local community. Our grapes come from different terroirs with unique soils, altitude and climates.Ripe black-plum aromas veer towards prune without fully going there. A full chewy palate holds blackberry and plum flavors, while this ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
774,Kloof Street Chenin Blanc,South Africa,,California,",,,",$22.99,"The Kloof Street Chenin Blanc comes from three sustainably farmed vineyard parcels in different parts of the Swartland: One parcel of 35 year old Chenin planted in the stony Shale and Schist based soils of Kasteelberg, and two parcels of 40+ year-old dry land, bush vine Chenin grown in the decomposed Granite soils of the Paardeberg. After pressing, the juice is racked to tank (85%) and older ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
775,Erste+Neue Pinot Grigio,Italy,,Piedmont,",,,",$16.99,"This is a highly quality minded co-op from the German speaking Sudtirol region in northern Italy. The nose shows a hit of stone fruits with light peanut skin and lime zest and a just there spice tone. The palate is mid-weight with lime, stone fruits and classic Pinot Grigio peanut skin. Lovely classic Co-Op.""Green apple, elderflower and citrus aromas form the nose. The fruity sensations carry ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
776,Smith & Sheth Cru Sauvignon Blanc,New Zealand,Wairau River,Marlborough,",,,",$27.99,"""Sourced from two vineyards near Renwick, the 2017 Cru Wairau Sauvignon Blanc comes from vines averaging 25 years old. It's mainly tank aged but kept on lees and released in April following the vintage. This medium to full-bodied wine is round, even voluptuous on the palate, offering up flavors of nectarine, bergamot and fig that ease into hints of orange sherbet on the long finish."" The Wine ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
777,Sequoia Grove Napa Cab Sauv,United States,,California,Cabernet Sauvignon,$99.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
778,Octopoda Russian River Pinot Noir,United States,Sonoma County,California,Russian River Valley,$27.99,"""Complex, with riveting flavors of wild blackberry, raspberry, strawberry and rhubarb. This Pinot has an intense mid- palate that is followed by an exotic spice on a supple long finish. Outstanding!""  Wine Buyer, 92 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
779,Martini & Rossi Vermouth Rosso,Italy,,California,Non-Varietal Red Blend,$6.99,"The story of Martini is nearly 150 years of Italian passion. From its birth in Turin in 1863, it took on the world and succeeded. It became an icon, a symbol for those who love to live their life with style. 

Martini & Rossi was founded by Alessandro Martini, a skilled and respected master herbalist and Luigi Rossi an entrepreneur and successful wine merchant. Their motto ‘Volere é ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
780,Lindeman's Chardonnay Bin 65,Australia,,California,Chardonnay,$7.99,"In every bottle of Lindeman's wine you'll find the spirit of our founder, Henry Lindeman, who believed that ""the one purpose of wine is to bring happiness"". To this day Lindeman's Winemakers are constantly motivated by this philosophy. Led by Wayne Falkenberg, Chief Winemaker for Lindeman's, they are trusted with the task of bringing great Lindeman's wines to life. Every single bottle of ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
781,Freixenet Cava Brut Cordon Negro,Spain,Cava,Catalunya,"Macabeo,Parellada,Xarel.Lo",$29.99,"Freixenet (pronounced ""fresh-eh-net""), best known for its ""black bottle bubbly"" Cordon Negro, is a family-owned company that grew from humble beginnings in rural Catalunya. The roots of Freixenet stretch back to 1861 and are embedded in the history of two longstanding winemaking families, the Ferrers and the Salas, whose expertise, determination and ingenuity would intertwine to form the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
782,Harvey's Bristol Cream,Spain,,Jerez - Xeres - Sherry,Palomino,$25.99,"Founded in 1796, the Harveys name is now synonymous the world over for fine sherry, particularly its flagship wine, Harveys Bristol Cream, the most famous sherry in the world and the best selling sherry in the United States. Harveys owns 2,000 acres of vineyard land in the prestigious sherry growing region of Jerez Superior, all on outcroppings of fine albariza soil. Harveys sherries are the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
783,La Rocca Collio Pinot Grigio,Italy,Collio Goriziano,Friuli-Venezia Giulia,Pinot Gris,$16.99,"The Collio is known as one of the best white wine regions in Italy.The area lies in the province of Friuli Venezia Giulia on the border with Slovenia between the towns of Prepotto in the north, Cormons in the west in Gorizia in the east.     


The Pinot Grigio from Collio is considered by Italians to be the loftiest expression of the varietal. Its unique character comes from the special soil ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
784,Opici Marsala,United States,,California,Non-Varietal White Blend,$4.99,"The Opici story began in 1899 when Battista Opici traveled from Italy to help build the Sacred Heart Cathedral in Newark, NJ. He returned to Italy after finishing the cathedral, and in 1907 Battista moved back to the United States with his wife and sons. One of Battista’s sons, Joseph, and his wife, Esther, began working in the wholesale beverage industry in Paterson, NJ in 1913. Initially, they ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
785,Concha Y Toro Frontera Cabernet Sauvignon/Merlot,Chile,,Valle Central,"Cabernet Sauvignon,Merlot",$10.99,"In 1883, Don Melchor de Concha y Toro and his wife, Doña Emiliana Subercaseaux, brought the most noble of the Bordeaux region's wine grape stocks to Chile, founding Viña Concha y Toro. Don Melchor planted his first vines in the Maipo Valley, and it was there that he built his home, known today as the Casona de Pirque. In October 1994, Concha y Toro became the first Chilean winery to have its ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
786,Valckenberg Gewurztraminer,Germany,,Valle Central,Gewurztraminer,$12.99,"Weingut P.J. Valckenberg and its more than 500-year-old vineyards are located in the heart of the ""Nibelung Town” of Worms on the banks of the Rhine. Founded in 1786, the house of P.J. Valckenberg has more than two centuries of experience in bottling and exporting fine German wines.
In the late Middle Ages, Worms was a crossroads of the great trade routes and a site of important ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
787,Nando Asti,Italy,Asti,Piedmont,Muscat Blanc A Petits Grains,$12.99,"The wine production zone is mainly located in Asti and also in some parts of the provinces of Alessandria and Cuneo. The grapes are harvested at the end of September.  They are then de-stemmed and softly crushed.  The juice is then fermented in stainless steel vats.Nando Asti is frothy, sweet but not cloying, bright with orange blossom and honeysuckle overtones to candy-like fruit....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
788,Williams & Humbert Sherry Dry Sack Medium,Spain,,Jerez - Xeres - Sherry,"Palomino,Pedro Ximenez",$18.99,"The history of Bodegas Williams & Humbert goes back nearly 130 years. They participated in the creation of the Jerez-Xérès-Brandy Quality Demarcation and are now considered to be one of the world’s most prestigious wine producers.
The family has handed down longstanding winemaking traditions and sales expertise in international markets from one generation to another.
Two ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
789,Cook's Brut,United States,,California,Champagne Blend,$10.99,"Around since 1859, Cook’s began when Isaac Cook created the first American champagne. They’ve been continuing his tradition of creating quality champagnes ever since.

Today, Cook’s California Champagne is produced at the Mission Bell Winery in Madera, California, by a team of bubbly-loving pros led by winemaker Erik Lugo.
Medium-dry with crisp fruit flavors. The aromas of apple and pear are ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
790,Peter Vella Chardonnay,United States,,California,Chardonnay,$19.99,"""In our family, winemaking is a tradition that dates back more than 100 years. As early as 1906, my grandfather and grandmother on my mother's side owned a small winery near Napa Valley. My father's family began farming wine grapes in California in the 1920's. So, it was no surprise when I decided to become a winemaker, too. 

Growing up surrounded by California's beautiful vineyards ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
791,Turning Leaf Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$13.99,"Turning Leaf’s award-winning wines are changing what people expect from a wine. They take a hands-on approach, choosing top quality grapes from some of California's best winegrowing regions and guide the wines to develop soft, approachable flavors. The result is a collection of interesting and inviting wines.Full bodied with aromas of vanilla and brown spice, flavors of blackberry jam and dark ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
792,Turning Leaf Chardonnay,United States,,California,Chardonnay,$15.99,"Turning Leaf’s award-winning wines are changing what people expect from a wine. They take a hands-on approach, choosing top quality grapes from some of California's best winegrowing regions and guide the wines to develop soft, approachable flavors. The result is a collection of interesting and inviting wines.Medium-bodied with aromas of tropical fruit, butterscotch and layered flavors of ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
793,Ecco Domani Pinot Grigio,Italy,,California,Pinot Gris,$12.99,"Ecco Domani translates to “here’s tomorrow” in Italian, reflecting our forward-thinking approach and contemporary wine style. We choose our grapes from the regions where they grow best, which allows us to create authentic Italian wines with bright fruit flavors. Our Pinot Grigio is made with fruit from the celebrated regions of the Tre Venezie: Trentino-Alto Adige, Veneto and Friuli-Venezia ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
794,Woodbridge By Robert Mondavi Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$8.99,"Robert Mondavi felt confident that the Napa Valley and California could ultimately create wines that would stand shoulder to shoulder with the great wines of the world. He founded the iconic Robert Mondavi Winery in 1966 near Oakville, California; the first major winery to be built in the Napa Valley since Prohibition. 

After the outstanding success of his Napa Valley winery, Robert ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
795,Rodney Strong Chardonnay Sonoma County,United States,Sonoma County,California,Chardonnay,$16.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959.
Rodney Strong Vineyards grows and ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
796,Rodney Strong Pinot Noir,United States,Sonoma County,California,Russian River Valley,$23.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959.
Rodney Strong Vineyards grows and ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
797,Vendange Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$12.99,"Vendange quality depends on a winemaking team of superior talents and great breadth of experience, a combination that gives them the flexibility to lend a hand wherever needed. 

Director of Winemaking Jeff Kasavan is a veteran winemaker with years of specialized experience. Jeff graduated from the University of California San Diego with a degree in biology in 1975 before serving stints ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
798,Sterling Vint Cab Sauv,United States,,California,Cabernet Sauvignon,$6.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
799,Urgency Pinot Noir,United States,,California,Pinot Noir,$15.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
800,Block 665 Diamond Mountain Cabernet Sauvignon 2017,United States,Napa County,California,Diamond Mountain,$35.99,"Wines from Diamond Mountain District are secret gems when it comes to Napa Valley Cabernet Sauvignon. Collectors and critics prize wines from the Napa Valley’s smallest American Viticultural Area (AVA) for their elegance, intense flavors of dark fruit and cocoa, velvety tannins and ageability. Diamond Mountain’s reputation as an ideal place for making stellar wine began 150 years ago. German ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
801,Sebastiani Vineyards & Winery Merlot Sonoma Cask,United States,Sonoma County,California,Merlot,$18.99,"Although Sebastiani traces their roots back to the late 1800s, the Sebastiani company’s biggest growth spurt occurred in the 1980s. The family built a large-volume, Central Valley-based portfolio of value brands, collectively called Turner Road Vintners, while continuing to produce its Sebastiani-labeled wines. Production of Turner Road Vintners brands reached 8 million cases a year....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
802,St Francis Merlot,United States,Sonoma County,California,Merlot,$24.99,"For over 35 years, St. Francis Winery has produced top quality varietal wines from superior mountain and valley vineyards in Sonoma County's best appellations and earned a reputation for bold-flavored, fruit-forward wines that showcase the terroir and varied microclimates unique to Sonoma.
St. Francis Winery’s commitment to intensely flavored and complex wines begins in the vineyard. It ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
803,Columbia Crest Grand Estates Chardonnay,United States,Columbia Valley,Washington,Chardonnay,$12.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Bright fruit aromas of apple and pear which harmonize gracefully with signature notes of caramelized sugar and butterscotch.",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
804,Columbia Crest Grand Estates Merlot,United States,Columbia Valley,Washington,Merlot,$12.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Aromas of vanilla bean, coffee bean, and mocha introduce this classic Merlot. Dark chocolate covered cherries, caramel and ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
805,Beringer Chardonnay Private Reserve,United States,Napa County,California,Napa Valley,$43.99,"Jacob Beringer left his home in Germany, in 1868, for the sunny shores of California where the soil and climate was perfectly suited for growing wine grapes. In 1870, Napa Valley was his final destination where he bought land with his brother Frederick, in 1875, and they began producing wines that were on the same level as the first-class wines that Jacob had developed in Europe. Beringer Winery ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
806,Chateau St Jean Chardonnay Sonoma Coast,United States,Sonoma County,California,Chardonnay,$13.99,"Chateau St. Jean, with its gracious style, elegant architecture and inviting gardens and tasting rooms, is the quintessential Sonoma winery. The winemaking estate is located at the foot of Sugarloaf Ridge in the Sonoma Valley near Kenwood, California. Founded in 1973, Chateau St. Jean has long been recognized as a leader in Vineyard Designated wines. Winemaker Margo Van Staaveren uses her 30 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
807,Travaglini Gattinara,Italy,Gattinara,Piedmont,Nebbiolo,$36.99,"The Travaglini winegrowing company, based in the heart of the hills of the Gattinara region, has 55 ha used for wine production. There are 39 ha currently planted with vines and the rest is pending plantation. Both the Gattinara DOCG, a highly structured wine for ageing, and a small part of the young wine known as Cinzia, are produced from the Nebbiolo grape variety (known locally as Spanna). ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
808,Graham's Port Six Grapes Reserve,Portugal,,Piedmont,Port Blend,$22.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
809,Grahams 10 Year Tawny,Portugal,Douro - Porto,Duriense,Port Blend,$37.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
810,Chalk Hill Sauvignon Blanc,United States,Sonoma County,California,Chalk Hill,$24.99,"An elegant, iconic wine estate producing world-class wines located in the Chalk Hill Appellation of Sonoma County. Since its founding in 1972 by famed attorney Fred Furth, Chalk Hill has been Sonoma County’s benchmark producer. For over three decades the winery has produced exceptional wines that have received high acclaim from the trade, press and consumers. Nowhere else will you find such ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
811,Gekkeikan Sake Traditional,United States,,California,Rice,$11.99,"Gekkeikan's state-of-the-art sake brewing facility in Folsom, California is the latest chapter in a continuing success story that began more than 360 years ago five-thousand miles away in Fushimi, Japan. 

Gekkeikan now brings the newest technologies to a brewing process that is nearly 2,000 years old and continues to strengthen its marketing position in the wake of growing demand for ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
812,Espino Reserva Especial Cabernet Sauvignon 2017,Chile,,California,Rice,$17.99,"If there is one name in Burgundy synonymous with superlative, long-lasting Chablis then it is undoubtedly William Fevre. So how did he get to San Luis de Pirque, Chile? Fevre was hunting for terroir to produce Chardonnay outside of France. When he arrived in South America, he thought it odd the Chilean wine producers grew fruit down on the flat lands and he sought a parcel up higher in the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
813,Espiritu de Chile Intrepido Sauvignon Blanc 2019,Chile,,California,Sauvignon Blanc,$12.99,"Ask critics like Wine Spectator and James Suckling, Chile is a Top 5 region for mainstream white wines like Chardonnay and Sauvignon Blanc. Chilean whites are reflective of a breathtaking topography, from their northern deserts to the emerald colored south. Their Sauvignon Blanc's combine the elegance and minerality of a French Sancerre with the big aromatics of a Marlborough Sauvignon. In the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
814,La Lecciaia Sangiovese,Chile,,California,Sauvignon Blanc,$16.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
815,Navigator Napa Valley Cabernet Sauvignon 2018,United States,Napa County,California,Napa Valley,$27.99,"By now you certainly know about Navigator. Winemaker Trevor Sheehan produces these stunning wines with the help of his friends in Napa Valley that bring him prime fruit that he selects and then turns into lush, expressive wines. But, they never break the bank. In fact Navigator wines are some the best value Napa reds we've ever come across. Well, here's the latest. This Cab from the excellent ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
816,Wapisa Pinot Noir 2017,Argentina,Patagonia,Southern Region,Pinot Noir,$24.99,"Coastal Patagonia's only winery, Wapisa is just 25 miles from the Atlantic Ocean. Their Finca Los Acantilados vineyard stands out for its limestone and clay soils and very little organic matter, producing wines with great acidity. This is complemented by outstanding thermal amplitude as maritime breezes push in from the sea, leading to balanced and dynamic reds with delicate varietal expression. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
817,Bonterra Organic Rose 4Pk,United States,,California,Pinot Noir,$13.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
818,Block 205 Red Mountain Cabernet Sauvignon 2016,United States,Columbia Valley,Washington,Pinot Noir,$27.99,"Known for their powerful, structured Cabernet Sauvignon, the Red Mountain AVA of Washington State is the home to 100 Point wines like Quilceda Creek and the Ciel de Cheval vineyard. Massive, full-bodied reds that rival the best of Napa Valley, our Block 205 Reserve Cabernet Sauvignon comes from the same sites at a fraction of the price! In cool vintages like 2016, Washington State Cabernet sit ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
819,Bota Box Nighthk Gld Chard,United States,,California,Pinot Noir,$21.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
820,Vinyes Ocults Gran Malbec 2016,Argentina,,California,Pinot Noir,$37.99,"A dead ringer for a $100 Napa red, the winemaking and story behind this wine is the reason we love searching the world for these small production gems. Winemaker Tomas Stahringer is a garagiste is the most literal sense, starting out with only two barrels and 500 bottles in his parents garage. It was a side gig from his daytime job at Bodega Polo but was an immediate hit with collectors which ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
821,Pedra Cancela Rose,Portugal,,California,Non-Varietal Rose Blend,$11.99,"Joao Paul Gouveia is the dynamic viticulturist partnered with the Wine and Vines consulting team that work with many producers throughout Dao. Pedra Cancela is his family’s vineyard, sited on slopes above the Dao river.
The 10 hectare vineyard is planted mostly in reds with half in Touriga Nacional (2 hectares over 40 years old) and the rest in Alfrocheiro, Jaen and Roriz. Half of these ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
822,Bedrock Pagani Heritage Red,United States,,California,Non-Varietal Rose Blend,$59.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
823,Perimeter Chardonnay,United States,,California,Chardonnay,$13.99,"Handcrafted to push the boundaries of winemaking, Perimeter wines reflect bold flavors and bright fruit, perfect for food pairing and entertaining.Our Chardonnay delicately blends the aromas and flavors of tropical fruit and dried apricot with balanced oak and lingering notes of butterscotch on the finish....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
824,Fog Bank Pinot Grigio,United States,,California,Pinot Gris,$11.99,"With the evening tide, the fog rolls in and cools our vineyards. The nightmare temperature provide relief from the heat of the day and extend the growing season. A longer time on the vine means a longer time to develop complex, rich varietal flavors. At Fog Bank Vineyards, they select the finest grapes from California's premier coastal wine regions.Zesty and vibrant with fruit flavors of pear, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
825,Josh Legacy Red,United States,,California,Bordeaux Blend,$17.99,"Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, yet ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
